gene,EntrezID,p_value,loading
RAB34,83871,0.01,-0.499571949243546
SCPEP1,59342,0.018,-0.499503254890442
POLR2J,5439,0.013,-0.499330252408981
PKIG,11142,0.067,-0.499219655990601
DARS,1615,0.03,-0.499181598424911
ZNF285,26974,0.028,-0.499165624380112
HTR2C,3358,0.061,-0.499099969863892
CCDC153,283152,0.014,-0.49906587600708
TUBB2A,7280,0.095,-0.499011486768723
BCHE,590,0.005,-0.498676925897598
PSAT1,29968,0.001,-0.498673915863037
TMEM176A,55365,0.01,-0.4986492395401
ICAM3,3385,0.009,-0.49860492348671
ASXL3,80816,0.043,-0.498373597860336
FXYD6,53826,0.085,-0.498293429613113
REXO5,0,0.005,-0.49821925163269
JUP,3728,0.011,-0.498194456100464
RAB3GAP1,22930,0.064,-0.498169332742691
DIAPH3,81624,0.064,-0.498108386993408
F12,2161,0.021,-0.497985333204269
CFLAR,8837,0.003,-0.497878074645996
GNAZ,2781,0.057,-0.497824043035507
C5,727,0.005,-0.49774095416069
C1QC,714,0.024,-0.497663617134094
UMPS,7372,0.023,-0.497502386569977
LIG1,3978,0.031,-0.497195094823837
EIF3D,8664,0.057,-0.497167944908142
USP11,8237,0.033,-0.49715730547905
ZBED8,0,0.004,-0.497125864028931
MRC1,0,0.071,-0.497119516134262
KLK5,25818,0.124,-0.497099727392197
CMTM3,123920,0.009,-0.496977686882019
SRSF12,0,0.081,-0.496858835220337
NUP88,4927,0.014,-0.496650844812393
HBZ,3050,0.01,-0.496616780757904
RPS19,6223,0.015,-0.496507555246353
ACTG1,71,0.072,-0.496486872434616
ZNF727,442319,0.012,-0.496481984853745
RNGTT,8732,0.003,-0.496462017297745
NPTXR,23467,0.04,-0.496387392282486
AFF2,2334,0.013,-0.496379286050797
BEX2,84707,0.073,-0.496273845434189
NISCH,11188,0.039,-0.496020168066025
NTRK3,4916,0.014,-0.495898753404617
ATF7IP2,100287628,0.02,-0.495891362428665
FAH,2184,0.019,-0.495615810155869
LOC257396,0,0.032,-0.495462507009506
SELENON,0,0.006,-0.495407342910767
PTRH1,138428,0.103,-0.495172083377838
ALKBH7,84266,0.134,-0.49510982632637
DDX49,54555,0.01,-0.495059669017792
AP5S1,0,0.009,-0.494905263185501
DYNLT1,6993,0.001,-0.494888663291931
IL3RA,3563,0.053,-0.494865268468857
PGAP3,93210,0.028,-0.494760483503342
LYPLAL1,127018,0.012,-0.494524538516998
TXNL4A,10907,0.116,-0.494346797466278
PPP1R32,0,0.096,-0.494217783212662
MPP2,4355,0.055,-0.493857443332672
RPS11,0,0.028,-0.493700832128525
STMN1,3925,0.078,-0.493618696928024
MBLAC2,153364,0.027,-0.493367165327072
EPHA5,2044,0.041,-0.493313163518906
SRR,63826,0.012,-0.493309587240219
DCAF5,8816,0.007,-0.493196547031403
PABPC1L,80336,0.007,-0.493190079927444
FRRS1L,23732,0.037,-0.493103325366974
LUC7L3,0,0.02,-0.493071407079697
TIMM10,26519,0.121,-0.493000656366348
CSF1R,1436,0.012,-0.492941290140152
RPL38,6169,0.034,-0.492880195379257
LINC01410,0,0.016,-0.492877036333084
NAA38,51691,0.094,-0.492832154035568
TRIM71,131405,0.007,-0.492746859788895
GDPD2,54857,0.006,-0.492741048336029
GJA1,2697,0.011,-0.492641091346741
CCDC28A,25901,0.007,-0.492565721273422
FAM114A1,92689,0.007,-0.492459893226624
HLA-DMA,3108,0.008,-0.492440432310104
CAPN12,147968,0.017,-0.492277801036835
PACS1,55690,0.007,-0.492202937602997
EMG1,10436,0.144,-0.491890430450439
COX6A2,1339,0.004,-0.491795539855957
KLF10,7071,0.073,-0.49172431230545
MT1JP,0,0.036,-0.491518378257751
EBP,10682,0.008,-0.491476386785507
EMP1,2012,0.026,-0.491442620754242
FGD3,89846,0.09,-0.491345643997192
GMFB,2764,0.102,-0.491305559873581
RTL8C,0,0.112,-0.491049826145172
ALPL,249,0.119,-0.491033881902695
FLJ30901,150378,0.033,-0.491031557321548
PCLO,27445,0.06,-0.491013020277023
EZR,0,0.006,-0.49098989367485
FOXO1,2308,0.001,-0.490988105535507
PHF20L1,51105,0.091,-0.490748733282089
METTL6,131965,0.039,-0.490606307983398
GCNT1,2650,0.043,-0.490527182817459
PSMD8,5714,0.017,-0.490463435649872
PCDH19,57526,0.07,-0.49035120010376
ZNF764,92595,0.027,-0.490210235118866
UFC1,51506,0.133,-0.490206807851791
RPL31,6160,0.063,-0.489948600530624
FAM120AOS,158293,0.167,-0.489915072917938
PYCR1,5831,0.08,-0.489891409873962
HTR7P1,0,0.158,-0.489442706108093
GRIN2B,2904,0.022,-0.489426076412201
CASTOR1,0,0.007,-0.489319562911987
PHF14,9678,0.005,-0.489173322916031
SLC2A10,81031,0.018,-0.489061295986176
ATAT1,0,0.044,-0.488981306552887
CLPP,8192,0.008,-0.488638550043106
C1QA,712,0.09,-0.488555490970612
AMIGO2,347902,0.146,-0.488483458757401
KCNQ1,3784,0.068,-0.488369137048721
LOC101060091,0,0.024,-0.488220661878586
RAN,5901,0.035,-0.488146960735321
NPY,4852,0.104,-0.488140374422073
PPP2R5A,5525,0.009,-0.488010585308075
CTSH,1512,0.115,-0.487294852733612
LRRN2,10446,0.136,-0.487269401550293
SBF2,81846,0.013,-0.487215667963028
C11orf97,0,0.056,-0.487025856971741
ZNF577,84765,0.009,-0.486865341663361
CELF6,0,0.007,-0.486690133810043
AQP4,361,0.026,-0.486585348844528
TLR2,7097,0.014,-0.486466705799103
CD63,967,0.16,-0.486457169055939
WDR77,79084,0.046,-0.486363440752029
CNIH2,254263,0.051,-0.486359775066376
PDCD4,27250,0.036,-0.486283868551254
ASCC3,10973,0.012,-0.486222237348557
MLF1,4291,0.04,-0.486182600259781
SLC29A3,55315,0.054,-0.486087918281555
FAR2P1,0,0.149,-0.486087679862976
EID2B,126272,0.015,-0.486003875732422
WNT7B,7477,0.017,-0.48598712682724
FCGRT,2217,0.011,-0.485945135354996
FAM47E,100129583,0.178,-0.485841244459152
MGST1,4257,0.032,-0.48570328950882
CAMKV,79012,0.046,-0.485684752464294
KLHDC8A,55220,0.211,-0.485653966665268
TSPYL2,64061,0.032,-0.485492795705795
PABPC1,0,0.038,-0.485476285219193
LOC102723665,0,0.063,-0.485312819480896
MVD,4597,0.129,-0.485237210988998
SHISA4,149345,0.041,-0.484987080097198
NOS1AP,9722,0.002,-0.484826028347015
STOM,2040,0.01,-0.484792292118073
CCNH,902,0.135,-0.484507918357849
JAML,0,0.089,-0.484235316514969
RFX3,5991,0.017,-0.484177589416504
REC8,9985,0.019,-0.483989238739014
GMIP,51291,0.059,-0.483796954154968
MINK1,50488,0.014,-0.483554691076279
RPL27A,6157,0.047,-0.48344025015831
ZDHHC14,79683,0.061,-0.48341965675354
PUM1,9698,0.059,-0.483402341604233
SMIM4,0,0.052,-0.483189910650253
DPH6,0,0.002,-0.483139276504517
SLF1,0,0.029,-0.483055412769318
GALNT14,79623,0.103,-0.483037799596786
LOC729732,729732,0.03,-0.483016610145569
CALCRL,10203,0.008,-0.482619613409042
TFPT,29844,0.148,-0.482617825269699
BABAM2,0,0.104,-0.482549160718918
CIDEB,27141,0,-0.482464641332626
HRASLS,57110,0.134,-0.482365041971207
B4GAT1,0,0.075,-0.482355058193207
LOR,4014,0.082,-0.482248485088348
CCDC158,339965,0.061,-0.482235699892044
IFT74,80173,0.016,-0.482172846794128
DNAJB1,3337,0.003,-0.482130467891693
RPL41,0,0.058,-0.482011914253235
C1QB,713,0.058,-0.481838375329971
SNAP29,9342,0.017,-0.48176309466362
STK17B,9262,0.04,-0.481732845306396
LAIR1,3903,0.024,-0.481679052114487
ZNF436,80818,0.073,-0.481373876333237
FAM57A,79850,0.005,-0.481360733509064
VCP,7415,0.01,-0.481282532215118
APOC1,341,0.053,-0.481136292219162
LINC00665,0,0.024,-0.481037169694901
DMD,1756,0.023,-0.481013864278793
FAM129A,116496,0.005,-0.480817586183548
HMGCS1,3157,0.147,-0.480671346187592
CD74,972,0.008,-0.480577737092972
SPIN1,10927,0.022,-0.480526149272919
KCNJ5,3762,0.06,-0.480284571647644
GXYLT2,727936,0.142,-0.48016831278801
B4GALT3,8703,0.057,-0.480105847120285
SPATA1,100505741,0.024,-0.479915380477905
LOC644189,644189,0.05,-0.479890525341034
FYB1,0,0.067,-0.479604482650757
B4GALT2,8704,0.049,-0.479517459869385
FKRP,79147,0.005,-0.479490906000137
CHCHD5,84269,0.034,-0.47944587469101
LOC101060391,0,0.01,-0.479445308446884
ZNF678,339500,0.019,-0.479256272315979
MYADM,91663,0.104,-0.479070216417313
NECTIN2,0,0.02,-0.479064613580704
LCP1,3936,0.05,-0.478823274374008
HDGFL3,0,0.004,-0.478807955980301
CRB1,23418,0.025,-0.478608936071396
SLC25A28,81894,0.004,-0.478576838970184
CPSF6,11052,0.006,-0.478497296571732
LRRN1,57633,0.093,-0.478493362665176
GSTM2,2946,0.005,-0.478454977273941
HIBCH,26275,0,-0.478326439857483
DTX1,1840,0.047,-0.478317588567734
CDKL5,6792,0.036,-0.478085339069366
DENND2A,27147,0.057,-0.477925986051559
CAV2,858,0.041,-0.477813184261322
METTL9,51108,0.044,-0.477787643671036
COMT,1312,0.04,-0.477610200643539
AKAP5,9495,0.031,-0.477364361286163
COP1,0,0.057,-0.477148443460464
TMSB10,9168,0.085,-0.477058976888657
FAM212A,0,0.099,-0.477037876844406
UBE2L6,9246,0.019,-0.476950585842133
MARK1,4139,0.022,-0.476896524429321
DZIP3,9666,0.142,-0.476875782012939
HSD17B14,51171,0.01,-0.476814955472946
PRDX1,5052,0.085,-0.476692676544189
FHOD3,80206,0.035,-0.476642817258835
SFTA1P,207107,0.026,-0.476628690958023
PRPF40A,55660,0.006,-0.476616412401199
LINC00674,0,0.003,-0.476560294628143
WDFY4,57705,0.048,-0.476408779621124
PSMB7,5695,0.205,-0.475973427295685
SELENOW,0,0.158,-0.475895881652832
C10orf82,143379,0.06,-0.475601673126221
SPSB2,84727,0.012,-0.475585967302322
ASL,435,0.181,-0.475529164075851
GLI3,2737,0.017,-0.475474119186401
UAP1,6675,0.142,-0.475463956594467
MAPK8IP1P2,0,0.02,-0.47543939948082
AIM2,9447,0.042,-0.475145399570465
DBN1,1627,0.01,-0.474961578845978
SULF2,55959,0.046,-0.474919646978378
PRMT2,3275,0.08,-0.474919140338898
CD151,977,0.049,-0.474897712469101
PIRT,644139,0.084,-0.474876880645752
RPL27,6155,0.065,-0.474824368953705
TBX19,9095,0.004,-0.474801272153854
SCIN,85477,0.023,-0.474665254354477
SIL1,64374,0.123,-0.474563091993332
USP37,57695,0.014,-0.474442929029465
AHCY,191,0.02,-0.474024027585983
SLC1A6,6511,0.154,-0.473913937807083
RPS6,6194,0.002,-0.473895639181137
CCS,9973,0.059,-0.473874181509018
PAXIP1-AS1,0,0.04,-0.473838955163956
TAMM41,0,0.071,-0.473818928003311
C1QL3,0,0.079,-0.47377946972847
C16orf58,64755,0.07,-0.473728179931641
LINC01750,0,0.057,-0.473608672618866
PSMG3-AS1,0,0.042,-0.473574727773666
CELF4,0,0.063,-0.473554819822311
HRAS,3265,0.127,-0.473488122224808
JMJD7,0,0.023,-0.47331315279007
SEM1,0,0.073,-0.473040908575058
TDRD9,122402,0.034,-0.472866207361221
NT5DC3,51559,0.146,-0.472788155078888
CYBB,1536,0.038,-0.472636073827744
CRNDE,643911,0.101,-0.47202205657959
H3F3C,0,0.01,-0.471846997737885
SLC17A8,246213,0.046,-0.471558481454849
RTL8A,0,0.081,-0.471510350704193
CCDC8,83987,0.007,-0.47147798538208
DYDC2,84332,0.035,-0.471436768770218
CELF5,0,0.054,-0.471395403146744
FAM89A,375061,0.001,-0.471352636814117
PPIB,5479,0.01,-0.471206247806549
VPS37C,55048,0.05,-0.47109466791153
LPAR6,10161,0.009,-0.471051812171936
FAM45BP,0,0.015,-0.471020817756653
KLK10,5655,0.133,-0.470934867858887
LOC729683,729683,0.058,-0.470582604408264
SYTL5,94122,0.036,-0.470420926809311
APBB1IP,54518,0.031,-0.470404118299484
TPPP3,51673,0.056,-0.470385909080505
UBA52,0,0.078,-0.470319390296936
NDUFC2,4718,0.046,-0.470057010650635
SNRNP27,11017,0.082,-0.470029205083847
ADCY2,108,0.181,-0.469946295022964
HLA-DMB,3109,0.045,-0.469894409179688
CDC42BPB,0,0.018,-0.469852089881897
NADK2,0,0.02,-0.469850331544876
RBM4,5936,0.029,-0.469804614782333
CNTNAP3,79937,0.022,-0.469705700874329
CDC42P3,0,0.03,-0.469703823328018
PTS,5805,0.109,-0.469654768705368
APH1B,83464,0.003,-0.469214200973511
DPYSL5,56896,0.011,-0.469154596328735
ADGRA3,0,0.024,-0.469061344861984
ZFAS1,0,0.003,-0.469047546386719
EMC7,0,0.166,-0.46886932849884
ZMYND15,84225,0.01,-0.468709856271744
FAM102B,284611,0.154,-0.468612492084503
GRPR,2925,0.011,-0.468250274658203
TNFSF12,8742,0.007,-0.468017905950546
AIF1,199,0.097,-0.468000441789627
CXCL2,2920,0.002,-0.467979490756989
SFTPD,6441,0.137,-0.467966109514236
MYRIP,25924,0.04,-0.46796190738678
ZFYVE1,53349,0.078,-0.467873871326447
WTIP,126374,0.152,-0.467836320400238
DPP10,57628,0.117,-0.467708826065063
STON2,85439,0.005,-0.467578709125519
MAP1LC3A,84557,0.041,-0.467555999755859
ST6GALNAC6,30815,0.039,-0.467509627342224
ATP6V1C1,528,0.15,-0.46738013625145
BMP2K,55589,0.008,-0.467300593852997
NRAP,4892,0.028,-0.467268794775009
LINC01315,0,0.02,-0.467048913240433
SGCD,6444,0.024,-0.466957807540894
LIMS2,55679,0.038,-0.466886341571808
TSKU,25987,0.044,-0.466828465461731
DENND2C,163259,0.006,-0.466741740703583
PRPSAP2,5636,0.009,-0.466734290122986
SLC7A11,23657,0.014,-0.46661901473999
FAM53C,51307,0.008,-0.466605633497238
DGAT2,84649,0.086,-0.466413497924805
ORC6,0,0.086,-0.466394752264023
FIGNL2,401720,0.057,-0.466382086277008
NHLRC1,378884,0.054,-0.466316938400269
FOXRED2,80020,0.072,-0.466229230165482
MAD2L2,10459,0.036,-0.466220438480377
RPL29P2,118432,0.054,-0.466080516576767
GABRA3,2556,0.047,-0.466067045927048
RPS2P32,256355,0.029,-0.466057449579239
PHACTR3,116154,0.032,-0.465811342000961
TGFBI,7045,0.17,-0.46577587723732
PREB,10113,0.034,-0.465679705142975
CREM,1390,0.095,-0.465674638748169
ZBTB44,29068,0.103,-0.465663492679596
CLNS1A,1207,0.081,-0.465659409761429
PRDX4,10549,0.127,-0.465543895959854
STX1A,6804,0.101,-0.465462207794189
GADD45GIP1,90480,0.021,-0.465363949537277
SMIM10L2A,0,0.074,-0.465323120355606
ACSL4,2182,0.053,-0.465201705694199
ZNF350,59348,0.129,-0.46503683924675
XYLT1,64131,0.059,-0.464703559875488
PLEKHO2,80301,0.012,-0.46452260017395
COL23A1,91522,0.092,-0.464385777711868
ILDR2,387597,0.011,-0.464346826076508
CTXN1,404217,0.088,-0.464191764593124
S100A16,140576,0.026,-0.464030891656876
TMEM181,57583,0.04,-0.464029490947723
TPM3P9,0,0.034,-0.463836938142776
DOC2B,0,0.064,-0.463621973991394
ARHGEF28,0,0.073,-0.463538944721222
ATXN10,25814,0.029,-0.463495939970016
ANKRD36BP2,645784,0.057,-0.463263601064682
SLC25A21-AS1,0,0.022,-0.463260740041733
FAT1,2195,0.046,-0.462803363800049
EFEMP2,30008,0.012,-0.46270951628685
CLDND2,125875,0.043,-0.462618768215179
DDA1,79016,0.049,-0.462468147277832
UHRF2,115426,0.044,-0.462339758872986
RAB32,10981,0.081,-0.462301075458527
AXIN2,8313,0.04,-0.462259858846664
C16orf70,80262,0.024,-0.462207198143005
MFAP4,4239,0.006,-0.462197482585907
BTC,685,0.077,-0.462113291025162
TMEM61,199964,0.001,-0.46198707818985
PCDH17,27253,0.123,-0.461854487657547
MCMBP,0,0.006,-0.461851686239243
PPIL6,285755,0.031,-0.461639195680618
SH3GLB1,51100,0.031,-0.461488366127014
PPEF1,5475,0.215,-0.461432188749313
MLC1,23209,0.015,-0.4614098072052
NHSL1,57224,0.009,-0.461396336555481
CHTF18,63922,0.052,-0.461208164691925
SUB1,10923,0.188,-0.461084187030792
HMGB1,3146,0.037,-0.461047530174255
PSD3,23362,0.051,-0.461004167795181
KCNJ16,3773,0.009,-0.460354149341583
VKORC1L1,154807,0.071,-0.460344791412354
CCT5,22948,0.172,-0.460213840007782
TFEC,22797,0.025,-0.46016937494278
PTDSS1,9791,0.033,-0.459982633590698
LFNG,3955,0.015,-0.459674328565598
GRM1,2911,0.079,-0.459638297557831
COG6,57511,0.019,-0.459602147340775
CDK20,0,0.028,-0.459533452987671
L3MBTL4,91133,0.089,-0.459450453519821
SH3RF1,57630,0.068,-0.459381014108658
SH3GL3,6457,0.079,-0.459357440471649
APRT,353,0.065,-0.459248811006546
VWCE,220001,0.168,-0.459157854318619
SLC26A4,5172,0.07,-0.459063977003098
NCOA6,23054,0.007,-0.459052979946136
RAPGEF4,11069,0.05,-0.459017813205719
VLDLR,7436,0.018,-0.458916813135147
SH3PXD2B,285590,0.117,-0.458704829216003
ST6GAL2,84620,0.139,-0.458646088838577
SEMA6B,10501,0.065,-0.458624273538589
MS4A7,58475,0.075,-0.458154529333115
RASGEF1A,221002,0.024,-0.458132445812225
SH3BGR,6450,0.048,-0.458105951547623
PEX10,5192,0.087,-0.45760440826416
GRM5,2915,0.048,-0.457199305295944
MTHFD1,4522,0.032,-0.457171380519867
PTTG1IP,754,0.003,-0.457122355699539
EFEMP1,2202,0.023,-0.45711550116539
DDX10,1662,0.239,-0.45694437623024
PDE4C,5143,0.079,-0.456929951906204
MFSD12,0,0.108,-0.456846177577972
P2RY6,5031,0.085,-0.456651031970978
C8orf44,56260,0.042,-0.456579983234406
OXCT1,5019,0.049,-0.456560909748077
LCAT,3931,0.006,-0.456508725881577
TMEM53,79639,0.162,-0.456475347280502
NR2F2,7026,0.095,-0.456451892852783
FTL,2512,0.023,-0.456419378519058
CDO1,1036,0.151,-0.456275284290314
ENO1,2023,0.12,-0.45626038312912
NPHP1,4867,0.057,-0.456186264753342
ZWINT,11130,0.042,-0.455849945545197
PLPP3,0,0.031,-0.455822825431824
ELP2,55250,0.076,-0.455759525299072
ANKRD30BP2,149992,0.019,-0.455713540315628
ULK2,9706,0.05,-0.455612570047379
AP3B2,8120,0.107,-0.4555524289608
MKL2,57496,0.119,-0.455502390861511
CYP46A1,10858,0.17,-0.455470681190491
PTRHD1,391356,0.095,-0.455424517393112
ANGPT1,284,0.075,-0.455181330442429
GUCY1A1,0,0.061,-0.455127537250519
FAM181B,220382,0.04,-0.455122441053391
GINM1,0,0.003,-0.455051094293594
NEXMIF,0,0.032,-0.454971522092819
OSBPL11,114885,0.003,-0.454864323139191
CEP89,0,0.023,-0.454779654741287
PACRGL,133015,0.007,-0.454671055078506
PHYHD1,254295,0.003,-0.454623341560364
GPC5,2262,0.01,-0.454521000385284
MAML2,84441,0.023,-0.454398065805435
INTS3,65123,0.006,-0.454385995864868
DRG2,1819,0.026,-0.454363077878952
DDAH1,23576,0.209,-0.454360693693161
PPDPF,79144,0.041,-0.454280495643616
TMEM91,641649,0.114,-0.454234391450882
CC2D2B,0,0.023,-0.454230636358261
TBPL1,9519,0.083,-0.454228669404984
PHF10,55274,0.053,-0.454175591468811
CDC34,997,0.124,-0.453864008188248
KCNMB4,27345,0.179,-0.453846842050552
KDM4B,23030,0.045,-0.453795313835144
EMP3,2014,0.012,-0.453718215227127
PBXIP1,57326,0.029,-0.453561782836914
STIM1,6786,0.075,-0.453344136476517
WDR17,116966,0.021,-0.453342348337173
ROCK1P1,0,0.024,-0.453002065420151
EXOSC10,5394,0.007,-0.453000634908676
FAM207A,0,0.211,-0.452623844146729
PLPPR1,0,0.047,-0.452596485614777
MMAB,326625,0.031,-0.452548772096634
TRIM68,55128,0.062,-0.452454000711441
CPVL,54504,0.002,-0.452449411153793
SIRPA,140885,0.07,-0.452339828014374
ISYNA1,51477,0.059,-0.452285915613174
PAPLN,89932,0.012,-0.452172160148621
CELF3,11189,0.014,-0.452133625745773
POTEF,0,0.004,-0.451823204755783
ZNF667,63934,0.038,-0.451700270175934
LASP1,3927,0.02,-0.451565653085709
KCTD15,79047,0.035,-0.451110392808914
TAGLN3,29114,0.061,-0.451076537370682
SPHKAP,80309,0.163,-0.450994312763214
LOC100132356,100132356,0.007,-0.45087268948555
LMCD1,29995,0.037,-0.450689733028412
DKFZP586I1420,222161,0.073,-0.450545459985733
RASL12,51285,0.066,-0.45035982131958
CIP2A,0,0.076,-0.450178742408752
CTDSP1,58190,0.027,-0.450074374675751
OSBPL8,114882,0.01,-0.450059831142426
CLIC5,53405,0.133,-0.450020849704742
TRPS1,7227,0.078,-0.449708670377731
ITGB8,3696,0.008,-0.449447482824326
ALDH9A1,223,0.02,-0.449433505535126
FAM220A,0,0.028,-0.449432760477066
MYDGF,0,0.142,-0.44927316904068
RGS14,10636,0.028,-0.449189037084579
PPM1F,9647,0.039,-0.449026346206665
NUDT18,79873,0.185,-0.44894015789032
NTSR2,23620,0.005,-0.448892563581467
DDRGK1,65992,0.165,-0.448844939470291
PRR5,55615,0.134,-0.448821276426315
SOWAHD,0,0.086,-0.44874295592308
SHISA5,51246,0.066,-0.448737055063248
STAB1,23166,0.083,-0.448711216449738
HMGN1,3150,0.06,-0.448709100484848
RPS10,6204,0.047,-0.448364347219467
PNRC2,55629,0.011,-0.448305487632751
MAN1B1-AS1,0,0.021,-0.448110580444336
PRIM2,5558,0.075,-0.447903722524643
MIF,4282,0.193,-0.447693288326263
MORN3,283385,0.056,-0.447581022977829
ZNF883,169834,0.026,-0.447448402643204
TOM1L1,10040,0.179,-0.447273641824722
ZNF229,7772,0.069,-0.447190821170807
RASL11B,65997,0.138,-0.447173833847046
LOC339803,0,0.016,-0.447156757116318
LGR4,55366,0.007,-0.446956515312195
MT1M,4499,0.025,-0.446905583143234
TYROBP,7305,0.076,-0.446797579526901
FUT4,2526,0.013,-0.4467553794384
COG5,10466,0.169,-0.446753203868866
P2RY13,53829,0.062,-0.446749985218048
BFSP1,631,0.077,-0.446466833353043
FAM174B,400451,0.097,-0.446323603391647
NOV,4856,0.086,-0.44613054394722
TMEM176B,28959,0.028,-0.446123212575912
TAF1A,9015,0.014,-0.446063041687012
DNAL1,83544,0.009,-0.445877760648727
SMAD9,4093,0.022,-0.445869505405426
RAB8B,51762,0.005,-0.445469081401825
CYP4Z1,199974,0.023,-0.445448458194733
ETNPPL,0,0.016,-0.445171743631363
FOXN3-AS1,0,0.053,-0.445078581571579
PNPLA4,8228,0.002,-0.444983273744583
SSBP1,6742,0.13,-0.44476729631424
RPL35,11224,0.032,-0.444766253232956
MCCC2,64087,0.001,-0.444751054048538
TMEM106C,79022,0.074,-0.444612354040146
YIF1A,10897,0.016,-0.444566637277603
ADH5,128,0.005,-0.444562643766403
WIZ,58525,0.015,-0.444562047719955
ME3,10873,0.169,-0.444516390562057
ANKRD12,23253,0.028,-0.444311141967773
FDFT1,2222,0.185,-0.444223314523697
IDNK,414328,0.046,-0.44395250082016
HES4,57801,0.161,-0.443850845098495
RGS8,85397,0.074,-0.443808645009995
MAFG,4097,0.078,-0.443755328655243
ARL8A,127829,0.02,-0.443709462881088
MTMR3,8897,0.01,-0.443475693464279
ZDHHC22,283576,0.006,-0.443471610546112
DHRS9,10170,0.191,-0.443434655666351
LGALS9C,654346,0.016,-0.443400710821152
LOC100049716,0,0.027,-0.443391144275665
RBM8A,9939,0.245,-0.443239271640778
NDUFA11,126328,0.17,-0.443123757839203
PNP,4860,0.03,-0.442893832921982
ARHGAP5-AS1,0,0.018,-0.442861527204514
SYTL4,94121,0.047,-0.442799985408783
MID1,0,0.004,-0.442792385816574
GIMAP2,26157,0.024,-0.44245508313179
PPAT,5471,0.031,-0.442384451627731
KCNMB1,3779,0.006,-0.442356377840042
FZD2,2535,0.072,-0.442321419715881
CD99,4267,0.066,-0.442277312278748
ENKUR,219670,0.108,-0.442165315151215
CALU,813,0.03,-0.441953539848328
08-Mar,0,0.089,-0.441945195198059
OCA2,4948,0.059,-0.4417944252491
SLC26A4-AS1,0,0.184,-0.441708266735077
OLFML2B,25903,0.026,-0.441523373126984
GALNT16,0,0.147,-0.441503554582596
PA2G4,5036,0.094,-0.441481471061707
HPGD,3248,0.023,-0.441212356090546
S100PBP,64766,0.01,-0.441135317087173
DCAF7,10238,0.038,-0.44107922911644
CD33,945,0.073,-0.440961062908173
ACTG1P4,648740,0.048,-0.440665930509567
BCKDK,10295,0.266,-0.440491288900375
TTC8,123016,0.118,-0.440104842185974
LRFN2,57497,0.074,-0.440039873123169
SLC40A1,30061,0.128,-0.439979165792465
PPP1R26,0,0.01,-0.439964264631271
DNAH9,1770,0.003,-0.439953476190567
FADS2,9415,0.055,-0.439908504486084
WASHC3,0,0.031,-0.439866930246353
KCNK2,3776,0.022,-0.439715892076492
MTA3,57504,0.081,-0.439656317234039
TMSB4Y,9087,0.056,-0.439605861902237
LY86,9450,0.029,-0.439435839653015
RAPH1,65059,0.127,-0.439134210348129
SWSAP1,0,0.016,-0.438699275255203
SUGT1P3,0,0.03,-0.438555061817169
YJEFN3,374887,0.193,-0.438545346260071
CERS1,0,0.187,-0.438531517982483
ENOX1,55068,0.233,-0.438320457935333
RBM24,221662,0.036,-0.438317567110062
TUNAR,0,0.271,-0.438221961259842
FAM213B,0,0.056,-0.438072860240936
ARPP19,10776,0.209,-0.438017636537552
DCAF11,0,0.167,-0.438013106584549
RPL36A,6173,0.032,-0.437834441661835
TMEM258,0,0.094,-0.437802135944366
HCFC1R1,54985,0.064,-0.437696397304535
SLC37A1,54020,0.011,-0.437613278627396
GRIK5,2901,0.03,-0.437613129615784
SYN2,6854,0.036,-0.437521457672119
GPT2,84706,0.016,-0.437503218650818
KRT83,3889,0.061,-0.437370121479034
DHCR7,1717,0.149,-0.437294363975525
SLIRP,0,0.23,-0.437277913093567
ZIC5,85416,0.052,-0.437266021966934
SNAI2,6591,0.048,-0.437251776456833
CALML3,810,0.152,-0.437217861413956
SCAMP1-AS1,0,0.015,-0.437067061662674
ROMO1,140823,0.091,-0.437042117118835
LPP,4026,0.06,-0.437027126550674
TTLL1,25809,0.093,-0.436859250068665
MRPL20,55052,0.078,-0.436789393424988
PAX6,5080,0.157,-0.436760365962982
AMZ1,155185,0.024,-0.436728626489639
SLC39A4,0,0.066,-0.436718463897705
PRNP,5621,0.156,-0.436570376157761
PLIN5,0,0.009,-0.436544686555862
CHRNA6,8973,0.108,-0.436541020870209
LST1,7940,0.049,-0.436447262763977
DNAJA4,55466,0.009,-0.436318635940552
P2RY12,64805,0.056,-0.436310619115829
C4orf47,441054,0.005,-0.436258167028427
FAM49A,81553,0.074,-0.436066836118698
ASTN1,460,0.047,-0.435739994049072
YWHAH,7533,0.108,-0.43560591340065
CACNA1H,8912,0.074,-0.435572475194931
CHRNB1,1140,0.044,-0.435534805059433
SMOC1,64093,0.014,-0.435460656881332
DEGS1,8560,0.032,-0.435248076915741
MAGIX,79917,0.157,-0.435237139463425
CARD16,114769,0.12,-0.435220718383789
HAVCR2,84868,0.03,-0.43504410982132
AGPAT1,10554,0.005,-0.435014694929123
PXN-AS1,0,0.11,-0.435005813837051
C1GALT1,56913,0.044,-0.434990853071213
RGS10,6001,0.114,-0.434894174337387
PTGR2,145482,0.055,-0.434869825839996
ARL15,54622,0.091,-0.434621125459671
BLNK,29760,0.027,-0.434620559215546
FGF2,2247,0.06,-0.434540510177612
AFAP1,60312,0.006,-0.434528201818466
ARRB1,408,0.027,-0.4344402551651
DLG2,1740,0.021,-0.434328615665436
RNASET2,8635,0.062,-0.434320628643036
